baseline_x,baseline_y,resnet_x,resnet_y,class_idx,class_name
16.876154,6.134137,13.23566,7.941764,0,AnnualCrop
17.046146,4.871404,13.756889,7.9433727,0,AnnualCrop
17.961197,6.866884,12.698277,8.028956,0,AnnualCrop
16.483772,3.1463928,12.576958,8.121062,0,AnnualCrop
17.189095,5.957574,13.093977,8.08856,0,AnnualCrop
18.306017,6.38182,12.838813,8.657534,0,AnnualCrop
16.35192,5.2446475,13.267942,7.501915,0,AnnualCrop
16.770533,5.2604713,12.729092,8.505117,0,AnnualCrop
16.331518,3.08461,12.703637,7.7892146,0,AnnualCrop
18.445087,6.106633,12.733905,8.288444,0,AnnualCrop
17.83571,5.631683,13.658175,8.353088,0,AnnualCrop
18.09036,6.455378,13.608027,8.514849,0,AnnualCrop
15.09612,3.410094,13.843609,6.879989,0,AnnualCrop
17.715538,6.6208186,12.42959,7.722097,0,AnnualCrop
17.40141,5.3796663,12.7510195,8.435564,0,AnnualCrop
17.350283,7.1259623,12.845471,7.751692,0,AnnualCrop
16.267727,6.173945,14.086812,7.6415386,0,AnnualCrop
18.1302,6.32784,13.329023,8.055859,0,AnnualCrop
17.41254,5.711894,13.222701,8.344276,0,AnnualCrop
18.229635,6.3595324,12.358846,7.9750257,0,AnnualCrop
17.710453,4.9261913,12.633842,8.233793,0,AnnualCrop
16.182327,6.0618596,13.937514,7.5744867,0,AnnualCrop
16.247374,6.4266577,14.037533,7.316131,0,AnnualCrop
2.3491628,7.62673,12.692393,7.339403,0,AnnualCrop
15.406641,4.7583,12.21656,7.176456,0,AnnualCrop
17.067818,5.8147507,13.411442,7.941753,0,AnnualCrop
18.353514,5.856862,13.422611,8.447307,0,AnnualCrop
17.096998,7.888454,13.061888,8.204881,0,AnnualCrop
11.359875,4.520538,13.647345,6.8747697,0,AnnualCrop
11.593952,0.7877221,14.025712,7.199666,0,AnnualCrop
18.10269,5.611671,12.967679,8.054739,0,AnnualCrop
16.82649,5.760236,13.500123,7.5433464,0,AnnualCrop
16.751959,5.953326,13.110345,7.8626223,0,AnnualCrop
18.495605,5.545253,12.954215,8.682216,0,AnnualCrop
9.573181,4.4057193,13.5719185,6.9431834,0,AnnualCrop
16.629827,6.5493517,13.16215,7.5889955,0,AnnualCrop
16.368212,5.0512156,13.468824,7.7878294,0,AnnualCrop
18.622635,5.965953,12.39903,8.480095,0,AnnualCrop
14.613025,3.0453506,12.283678,14.516032,0,AnnualCrop
18.319937,6.4974527,13.354222,7.815926,0,AnnualCrop
17.11919,4.9251657,13.690216,7.990026,0,AnnualCrop
17.639587,6.235549,12.686246,7.8597007,0,AnnualCrop
16.505344,6.5880775,13.686794,7.371537,0,AnnualCrop
16.93266,5.0394387,12.591073,7.4400544,0,AnnualCrop
18.742708,5.6570253,12.358638,8.675971,0,AnnualCrop
15.274014,4.236434,13.104865,8.291152,0,AnnualCrop
16.807837,5.067376,13.860383,7.41626,0,AnnualCrop
17.68432,5.1664524,13.337762,7.803759,0,AnnualCrop
14.408984,4.5038953,12.535935,7.1464186,0,AnnualCrop
9.66154,1.9631811,13.857954,7.387654,0,AnnualCrop
14.735935,4.638258,12.885467,8.027859,0,AnnualCrop
16.802334,6.7009974,12.567372,7.684943,0,AnnualCrop
15.567152,4.198423,13.348823,7.1571193,0,AnnualCrop
15.96573,7.5797825,13.561009,6.8698287,0,AnnualCrop
18.269354,6.5976295,12.945687,8.761923,0,AnnualCrop
16.971909,4.8829765,13.458328,7.7138853,0,AnnualCrop
17.74543,6.2316823,13.816992,8.312261,0,AnnualCrop
17.65833,5.441599,13.254748,7.915911,0,AnnualCrop
15.713858,3.7161155,12.988638,8.1637945,0,AnnualCrop
16.238968,6.4693685,13.696326,6.9554334,0,AnnualCrop
16.375952,5.6767116,13.576555,8.542707,0,AnnualCrop
16.697817,5.835854,13.133072,7.534707,0,AnnualCrop
18.624857,5.9586625,12.756221,8.82813,0,AnnualCrop
17.204268,6.0216565,12.6923275,7.7453575,0,AnnualCrop
16.528086,6.429924,13.9233675,7.8691,0,AnnualCrop
17.588182,6.422501,13.207067,7.7542787,0,AnnualCrop
16.387905,3.1056144,12.641084,8.098252,0,AnnualCrop
17.7106,5.2465105,12.762142,7.6324205,0,AnnualCrop
17.769886,7.237086,12.816219,8.552766,0,AnnualCrop
17.408619,6.4864626,12.9649515,7.3516154,0,AnnualCrop
15.533219,4.658346,13.80468,7.1959825,0,AnnualCrop
18.377163,4.955043,13.201923,8.878029,0,AnnualCrop
18.369267,5.6822767,13.073186,8.599907,0,AnnualCrop
16.664984,5.7324286,13.399214,8.257202,0,AnnualCrop
15.069835,4.275215,13.191511,6.8800416,0,AnnualCrop
16.953499,5.093352,13.785775,7.5272107,0,AnnualCrop
16.188282,4.871082,12.917542,7.365156,0,AnnualCrop
8.741688,-2.7469103,13.912166,6.8233285,0,AnnualCrop
18.246033,5.613421,13.326505,7.8919487,0,AnnualCrop
16.347515,5.0960736,12.400582,7.331971,0,AnnualCrop
16.151,6.4979305,14.017081,7.3292365,0,AnnualCrop
17.591045,5.2498937,13.691085,8.285829,0,AnnualCrop
18.589022,6.0297613,12.679772,8.3055725,0,AnnualCrop
16.017776,3.6440635,12.55394,8.543787,0,AnnualCrop
17.117172,5.7381525,13.327902,7.9954014,0,AnnualCrop
18.437159,6.251065,13.159685,8.847869,0,AnnualCrop
16.455816,5.267987,13.511189,7.2022023,0,AnnualCrop
15.94185,7.328471,13.51285,7.8264923,0,AnnualCrop
17.517742,5.104448,13.185597,8.292059,0,AnnualCrop
15.591725,5.454368,14.028229,7.2414265,0,AnnualCrop
18.522345,5.450579,13.140709,8.747278,0,AnnualCrop
16.11473,5.0765557,13.40219,7.2107697,0,AnnualCrop
15.970043,6.162981,13.346342,7.7800217,0,AnnualCrop
15.643457,3.6762776,13.2922535,7.43138,0,AnnualCrop
17.40888,5.839946,12.516191,8.086858,0,AnnualCrop
18.62918,5.980463,13.024516,8.828324,0,AnnualCrop
17.517126,4.46238,12.780274,8.31702,0,AnnualCrop
17.1403,5.3514895,13.447943,8.000198,0,AnnualCrop
17.64312,6.8637924,12.7191,7.758355,0,AnnualCrop
16.772575,5.796138,13.750756,8.016355,0,AnnualCrop
16.855288,6.064916,13.650124,8.491512,0,AnnualCrop
7.63389,-4.3359137,13.750761,6.8249946,0,AnnualCrop
18.734596,5.701144,13.118113,8.846184,0,AnnualCrop
16.616096,6.6872883,12.984408,7.268439,0,AnnualCrop
16.68539,6.250533,13.174083,7.917442,0,AnnualCrop
9.540932,4.0296206,13.697741,6.8621492,0,AnnualCrop
16.270077,3.7122219,12.559124,8.843934,0,AnnualCrop
16.7699,6.067859,13.290271,8.203576,0,AnnualCrop
16.204903,2.746148,12.811842,7.2518845,0,AnnualCrop
16.17413,6.5746217,12.80818,6.998547,0,AnnualCrop
13.9313755,11.030164,12.763254,7.4926577,0,AnnualCrop
16.055012,4.962195,13.624977,7.227507,0,AnnualCrop
16.63282,6.2400784,13.537562,8.086766,0,AnnualCrop
16.750586,8.303487,12.084732,7.8697686,0,AnnualCrop
18.09011,4.879725,13.47366,7.988963,0,AnnualCrop
18.560577,5.8668165,12.973922,8.638653,0,AnnualCrop
17.010366,4.7754073,12.343202,7.2590313,0,AnnualCrop
17.66205,6.329579,12.825248,8.130377,0,AnnualCrop
16.8226,6.752261,13.483404,7.469417,0,AnnualCrop
16.716074,5.3673286,12.517395,7.834319,0,AnnualCrop
16.441196,6.411201,13.331668,7.620394,0,AnnualCrop
15.696725,4.368464,13.791462,7.5446124,0,AnnualCrop
7.9997873,4.796671,12.45744,7.9517756,0,AnnualCrop
17.184233,5.7903953,13.197708,7.969744,0,AnnualCrop
17.152708,5.207813,13.414293,8.023968,0,AnnualCrop
16.007046,5.0792074,12.431463,7.747469,0,AnnualCrop
16.214382,4.1227016,12.966925,8.503161,0,AnnualCrop
16.709608,5.2774544,13.693836,8.062444,0,AnnualCrop
17.674873,6.5617614,12.820282,7.5412,0,AnnualCrop
17.992582,5.9274144,12.785448,8.043287,0,AnnualCrop
16.782717,3.9310381,12.385767,7.965772,0,AnnualCrop
17.328142,5.608928,13.227851,8.197277,0,AnnualCrop
17.887632,6.807908,12.306775,8.248785,0,AnnualCrop
17.370493,5.5254965,13.469734,7.1809735,0,AnnualCrop
16.785345,4.919074,13.265558,8.088178,0,AnnualCrop
17.8787,5.4863424,13.414583,8.638769,0,AnnualCrop
18.183842,6.591533,13.426422,7.9882755,0,AnnualCrop
18.28196,4.94788,13.059614,8.384105,0,AnnualCrop
16.75813,5.5044246,13.17225,7.4793463,0,AnnualCrop
17.539497,5.3568163,12.934991,8.303066,0,AnnualCrop
17.762117,4.781912,12.6805315,7.6340013,0,AnnualCrop
16.913492,5.39213,13.461832,7.4402227,0,AnnualCrop
17.656431,4.960473,13.6778,7.5381284,0,AnnualCrop
17.324873,6.9489117,13.883468,7.3698792,0,AnnualCrop
15.657695,4.343524,13.836287,7.638494,0,AnnualCrop
11.357871,4.499382,13.476231,7.0101852,0,AnnualCrop
14.728846,2.9440985,12.205506,14.430382,0,AnnualCrop
15.7881565,4.9317765,13.687952,6.8189783,0,AnnualCrop
17.09612,6.7767572,13.793338,7.7769976,0,AnnualCrop
18.561913,5.4865613,13.072723,8.874888,0,AnnualCrop
18.259247,6.0296803,12.545332,8.460176,0,AnnualCrop
16.48251,3.251029,12.754984,7.998448,0,AnnualCrop
17.31391,7.126545,13.623057,7.865287,0,AnnualCrop
15.950396,6.6789923,12.831999,7.4467263,0,AnnualCrop
16.436853,6.1096654,13.459999,8.262098,0,AnnualCrop
15.890292,5.769251,13.502682,7.4598246,0,AnnualCrop
16.60531,4.0016694,12.395162,8.115531,0,AnnualCrop
16.842993,5.4943504,12.386332,8.0851965,0,AnnualCrop
17.75692,5.082055,12.674292,8.000269,0,AnnualCrop
9.322003,5.143378,13.4352255,7.214674,0,AnnualCrop
17.025661,4.1867027,12.8301325,8.7416525,0,AnnualCrop
17.927103,5.5149717,13.415422,7.8261986,0,AnnualCrop
15.624911,4.3268995,13.81719,7.7896323,0,AnnualCrop
17.105188,6.2069993,13.420358,7.6623716,0,AnnualCrop
17.46712,6.332749,13.193861,8.262855,0,AnnualCrop
17.18083,6.7135925,12.32821,7.2841563,0,AnnualCrop
18.696539,5.8768053,12.30664,8.381082,0,AnnualCrop
15.867122,4.5203137,13.857087,7.712662,0,AnnualCrop
16.601843,6.5056677,14.026198,7.521356,0,AnnualCrop
15.902549,5.1381207,12.344775,6.8979077,0,AnnualCrop
17.340757,5.610583,12.928693,8.045813,0,AnnualCrop
18.736074,5.70037,12.841384,8.818312,0,AnnualCrop
18.72539,5.543625,12.49898,8.823039,0,AnnualCrop
17.105337,5.5734515,12.86131,7.4166117,0,AnnualCrop
17.01267,7.7527723,13.281084,7.9501905,0,AnnualCrop
18.092884,6.7314305,13.054346,8.771873,0,AnnualCrop
17.136862,4.6425548,13.391667,8.597686,0,AnnualCrop
17.17285,5.2870574,13.398122,7.228296,0,AnnualCrop
18.08715,6.409637,12.568001,8.67831,0,AnnualCrop
17.837652,6.62402,13.400719,7.502192,0,AnnualCrop
10.116393,2.2671978,13.697582,6.7074156,0,AnnualCrop
14.919372,3.3807225,12.780452,7.349043,0,AnnualCrop
9.072454,3.0981634,13.848625,6.7638087,0,AnnualCrop
15.408075,4.1707535,13.670865,7.9106274,0,AnnualCrop
16.363503,5.081454,13.65021,8.050363,0,AnnualCrop
16.356365,3.357966,13.2788105,8.234697,0,AnnualCrop
16.648024,5.9086676,13.084971,7.364868,0,AnnualCrop
17.666954,7.0852795,12.726621,7.2593684,0,AnnualCrop
18.433264,6.1212792,12.337167,8.229866,0,AnnualCrop
18.254467,5.5674715,13.358568,7.74817,0,AnnualCrop
16.832674,6.4196725,12.795258,7.4990625,0,AnnualCrop
16.68212,5.690526,13.2853,7.4205585,0,AnnualCrop
16.300198,5.3882565,13.798683,7.3781986,0,AnnualCrop
17.355694,5.228952,13.375703,7.5878096,0,AnnualCrop
15.428654,4.2259326,13.912155,7.6536355,0,AnnualCrop
17.826916,5.338585,13.553779,8.263479,0,AnnualCrop
16.434898,5.260973,13.766968,7.938228,0,AnnualCrop
7.910039,4.6997113,13.7326975,6.831057,0,AnnualCrop
16.370794,5.227496,13.805959,7.400495,0,AnnualCrop
17.417097,5.6162486,13.300223,7.572968,0,AnnualCrop
17.300419,5.6080976,13.223897,8.084812,0,AnnualCrop
16.058203,5.365367,13.276061,7.066451,0,AnnualCrop
17.89798,4.580314,12.730002,8.452757,0,AnnualCrop
17.371727,5.814568,13.328989,8.257968,0,AnnualCrop
17.438501,5.579733,12.866136,8.0338545,0,AnnualCrop
18.300943,6.169044,13.139987,8.611246,0,AnnualCrop
16.695911,4.9623885,13.720702,7.7422023,0,AnnualCrop
15.229684,4.136712,13.835416,7.64325,0,AnnualCrop
17.069492,7.1617217,13.065797,7.553791,0,AnnualCrop
18.21336,5.0194054,12.697484,8.639226,0,AnnualCrop
16.674732,6.184382,13.748677,8.035163,0,AnnualCrop
16.493162,5.4749765,13.254258,7.3939724,0,AnnualCrop
17.147835,5.7771015,13.275305,7.3955407,0,AnnualCrop
17.898792,6.218056,12.568442,8.180006,0,AnnualCrop
18.377071,5.855668,13.059357,8.787138,0,AnnualCrop
9.994645,2.07701,13.867053,6.7838736,0,AnnualCrop
18.202549,5.864644,13.746278,8.012194,0,AnnualCrop
16.545368,6.102241,13.460476,7.9427543,0,AnnualCrop
17.515741,5.204567,13.16997,8.857794,0,AnnualCrop
16.328648,2.9713397,13.87451,7.5101666,0,AnnualCrop
16.998718,5.506314,13.411852,8.116631,0,AnnualCrop
9.665834,-0.4951461,12.670738,8.138601,0,AnnualCrop
15.349133,8.197225,13.133323,8.1920185,0,AnnualCrop
17.11175,5.6731486,12.963697,7.6158843,0,AnnualCrop
16.115698,4.742864,12.990893,7.0020785,0,AnnualCrop
15.844042,6.4716763,12.595009,7.369343,0,AnnualCrop
18.25746,6.6461782,13.380275,8.687665,0,AnnualCrop
15.508202,4.5499177,12.916291,6.8413696,0,AnnualCrop
16.713596,5.2756,12.602185,7.8815603,0,AnnualCrop
16.021137,6.0299606,14.017265,7.248564,0,AnnualCrop
18.388443,5.8248167,12.603622,8.690083,0,AnnualCrop
16.682547,6.7318754,13.466807,7.9097238,0,AnnualCrop
17.445698,6.2358713,13.435702,7.4136744,0,AnnualCrop
18.305649,6.54557,12.81368,8.668071,0,AnnualCrop
16.390095,3.0043247,12.703286,7.788145,0,AnnualCrop
16.456333,5.689844,13.760364,8.254516,0,AnnualCrop
16.423521,3.0217314,12.761789,7.4695387,0,AnnualCrop
16.17015,5.0673985,13.64691,8.052624,0,AnnualCrop
17.163774,6.279821,13.062811,8.001665,0,AnnualCrop
15.901161,6.7579494,13.144894,7.8841734,0,AnnualCrop
16.844614,6.12187,13.612699,8.212999,0,AnnualCrop
16.621338,3.6753333,13.458047,7.5566893,0,AnnualCrop
18.48056,6.1178126,12.207533,8.181229,0,AnnualCrop
18.291855,6.3046207,12.520224,8.3184,0,AnnualCrop
16.886414,4.9574966,13.327655,7.4831824,0,AnnualCrop
16.03779,6.136378,13.924967,7.441319,0,AnnualCrop
16.300234,2.896112,12.918521,7.1956987,0,AnnualCrop
18.433588,5.1013813,12.929917,8.719325,0,AnnualCrop
15.528478,4.2221165,13.62242,6.7809243,0,AnnualCrop
18.248802,6.631816,12.623019,8.718476,0,AnnualCrop
16.164078,5.0532746,13.431932,7.484721,0,AnnualCrop
18.35265,6.4487176,12.72809,8.538702,0,AnnualCrop
16.605549,5.7222905,13.177917,7.389642,0,AnnualCrop
2.2811706,7.614679,13.09189,7.024705,0,AnnualCrop
16.889315,6.1792736,13.592938,8.274416,0,AnnualCrop
17.518528,6.7669663,12.854466,7.719773,0,AnnualCrop
17.849377,5.339427,13.655587,8.097669,0,AnnualCrop
17.144339,5.6899304,13.395698,8.092173,0,AnnualCrop
16.297709,5.1532307,13.289994,7.2159915,0,AnnualCrop
17.228413,6.0472727,12.772833,8.225356,0,AnnualCrop
9.883191,1.7589666,13.778794,6.7064905,0,AnnualCrop
16.69092,6.2331715,13.63832,7.3246064,0,AnnualCrop
16.249228,6.6045237,13.335801,7.3040795,0,AnnualCrop
18.530828,6.1066737,12.495386,8.513754,0,AnnualCrop
17.873964,6.776688,12.899653,8.211935,0,AnnualCrop
17.752445,5.4877496,13.463906,7.4953184,0,AnnualCrop
16.812725,5.3273206,13.612778,7.60621,0,AnnualCrop
14.240135,4.67128,9.291655,-0.46184695,0,AnnualCrop
18.214294,4.9483924,13.09433,8.628638,0,AnnualCrop
14.716332,6.846711,11.914099,8.280061,0,AnnualCrop
18.413874,5.1971817,13.129176,8.166499,0,AnnualCrop
16.796478,4.126597,12.1246195,7.9407887,0,AnnualCrop
17.527113,5.734898,13.703683,8.3705435,0,AnnualCrop
16.380175,5.8058224,13.750749,7.2682543,0,AnnualCrop
17.372087,6.5642953,13.283562,8.407666,0,AnnualCrop
16.32307,5.418623,13.31768,7.8599863,0,AnnualCrop
16.511381,5.05275,13.534323,7.358167,0,AnnualCrop
16.964321,4.872799,13.727466,8.125498,0,AnnualCrop
16.059496,6.2368364,12.943129,7.574704,0,AnnualCrop
17.951588,5.242154,13.475263,8.231353,0,AnnualCrop
15.60293,6.5325093,13.044968,7.021084,0,AnnualCrop
18.22123,6.5859494,13.010413,8.564594,0,AnnualCrop
10.224783,2.3346324,13.504419,7.347866,0,AnnualCrop
16.973175,7.2008705,12.596354,7.8013706,0,AnnualCrop
16.757748,5.979172,13.348091,7.2322106,0,AnnualCrop
17.249651,6.395296,12.765397,7.4913273,0,AnnualCrop
16.552927,4.7509265,12.946299,7.803433,0,AnnualCrop
15.35681,4.859505,12.369127,7.3783774,0,AnnualCrop
17.712624,4.935278,13.078257,7.820357,0,AnnualCrop
17.135172,5.1155877,13.125935,7.5342035,0,AnnualCrop
16.3708,6.5696783,13.843374,7.327398,0,AnnualCrop
15.849611,5.2812276,13.356416,7.063148,0,AnnualCrop
16.785126,6.2245655,13.215315,7.719603,0,AnnualCrop
16.911541,4.9640694,13.391091,8.604248,0,AnnualCrop
17.810411,6.8869023,12.263322,8.153876,0,AnnualCrop
13.682783,6.583146,13.73471,7.2225375,0,AnnualCrop
17.178974,5.9121523,13.566329,8.105645,0,AnnualCrop
17.266438,6.6875205,13.064591,7.5157843,0,AnnualCrop
16.291365,2.821788,13.182212,7.1961694,0,AnnualCrop
16.628311,5.1004457,13.376782,7.204919,0,AnnualCrop
16.498745,3.8583016,12.8503895,8.735573,0,AnnualCrop
17.289062,6.8458233,12.814238,7.589348,0,AnnualCrop
17.5733,6.7599316,13.317995,7.9804554,0,AnnualCrop
15.898039,4.7071266,13.798853,7.3167086,0,AnnualCrop
15.4454775,4.381761,13.705718,6.823829,0,AnnualCrop
10.731471,3.193575,13.357805,6.5562224,0,AnnualCrop
15.609322,4.347565,13.772302,7.404672,0,AnnualCrop
17.076555,5.849241,13.503132,8.407188,0,AnnualCrop
17.116816,5.5577602,13.5822525,8.248931,0,AnnualCrop
16.989634,5.204828,13.358607,7.8033934,0,AnnualCrop
17.001516,6.60526,12.862477,7.6503606,0,AnnualCrop
16.141731,4.865346,13.506071,7.488856,0,AnnualCrop
16.370178,5.055485,13.701413,7.5864806,0,AnnualCrop
17.756369,6.8260894,12.736133,7.561024,0,AnnualCrop
16.92984,5.5302134,13.30475,7.812093,0,AnnualCrop
17.544361,7.4336486,13.454739,8.436139,0,AnnualCrop
18.268377,4.899748,12.937094,8.700135,0,AnnualCrop
16.64367,6.585686,13.674286,7.7763486,0,AnnualCrop
18.250902,5.5080385,12.552279,8.459649,0,AnnualCrop
17.930288,5.4246674,12.85079,8.198508,0,AnnualCrop
15.794688,5.5192857,13.634558,6.820349,0,AnnualCrop
9.596676,4.039304,13.786029,6.7946095,0,AnnualCrop
16.280222,5.51317,13.378353,7.100524,0,AnnualCrop
16.098343,5.064019,13.874335,7.2806644,0,AnnualCrop
16.235666,5.548234,12.750307,8.107873,0,AnnualCrop
16.931564,5.9777055,13.446245,8.2258005,0,AnnualCrop
17.9193,4.8388634,12.885176,8.202195,0,AnnualCrop
17.373808,5.901361,12.993406,7.854515,0,AnnualCrop
16.162464,5.1192145,13.737229,7.6733356,0,AnnualCrop
16.273819,2.8367665,13.022366,7.2265854,0,AnnualCrop
15.607319,3.4941344,12.644863,7.7164946,0,AnnualCrop
16.969969,6.356839,13.141992,8.665139,0,AnnualCrop
17.994717,5.352169,12.539315,8.318928,0,AnnualCrop
10.711591,0.7036909,14.054563,6.839114,0,AnnualCrop
17.450586,5.807042,13.5636835,8.578902,0,AnnualCrop
16.28958,5.832035,13.654853,7.825702,0,AnnualCrop
17.520256,5.5329175,12.996315,7.9353766,0,AnnualCrop
17.920483,5.9448376,13.315517,8.786683,0,AnnualCrop
17.816727,5.4501967,13.188149,8.465121,0,AnnualCrop
18.372953,6.078969,12.423701,8.270802,0,AnnualCrop
15.675305,4.4594507,13.400128,7.241808,0,AnnualCrop
16.918762,5.5151095,13.347204,8.330677,0,AnnualCrop
18.536797,5.342263,12.446894,8.573755,0,AnnualCrop
18.417122,5.0942945,12.6937,8.63986,0,AnnualCrop
17.98633,4.9551926,13.248197,8.580899,0,AnnualCrop
15.847762,3.8318567,13.721246,7.3433547,0,AnnualCrop
11.323579,4.493455,13.755632,6.868297,0,AnnualCrop
16.50863,6.546165,13.607684,7.305751,0,AnnualCrop
11.184045,3.140613,14.054719,7.303366,0,AnnualCrop
16.632076,6.081652,13.238043,7.834702,0,AnnualCrop
16.897984,5.7272096,13.144262,8.062192,0,AnnualCrop
15.860582,5.2334747,13.837277,7.768113,0,AnnualCrop
18.314247,5.3202024,13.553886,8.497538,0,AnnualCrop
17.511608,7.167345,13.34995,7.9465933,0,AnnualCrop
15.91639,5.9545937,13.519263,7.883526,0,AnnualCrop
17.956455,6.560678,12.428438,8.14859,0,AnnualCrop
17.44865,5.277798,13.155023,7.76345,0,AnnualCrop
17.78851,6.6635237,12.791574,8.567121,0,AnnualCrop
17.241882,5.2376556,13.620713,7.3283887,0,AnnualCrop
18.699198,5.6434054,12.784951,8.785296,0,AnnualCrop
16.379465,3.8861623,12.734138,8.678751,0,AnnualCrop
17.521288,5.474742,13.63956,8.152012,0,AnnualCrop
15.67494,3.019514,12.615326,8.234726,0,AnnualCrop
8.907961,5.731666,13.02969,7.757385,0,AnnualCrop
15.38236,4.8936067,13.396439,6.927682,0,AnnualCrop
10.244942,2.5194573,15.131605,0.65498775,0,AnnualCrop
18.553026,5.6152396,12.686732,8.764682,0,AnnualCrop
18.484793,5.2303867,13.139644,8.841229,0,AnnualCrop
17.248455,7.3201966,12.745825,8.270911,0,AnnualCrop
18.28061,6.2064433,12.599875,7.686561,0,AnnualCrop
17.803083,6.701468,12.695979,8.343591,0,AnnualCrop
16.892641,5.685597,13.789753,8.045163,0,AnnualCrop
10.699576,-0.41050303,13.847982,6.834833,0,AnnualCrop
17.328688,6.597811,13.45599,7.6724977,0,AnnualCrop
15.792294,3.4862237,12.730826,8.487883,0,AnnualCrop
18.472626,5.368863,12.69359,8.819178,0,AnnualCrop
17.559889,6.8420277,12.8645315,7.498922,0,AnnualCrop
15.675591,4.275473,12.740996,7.063079,0,AnnualCrop
15.753957,4.6050334,13.9236,7.4796796,0,AnnualCrop
10.039858,2.0335152,13.566486,6.651632,0,AnnualCrop
16.596336,5.3458686,13.776729,7.560779,0,AnnualCrop
17.361555,7.0877037,13.609287,8.233972,0,AnnualCrop
16.911968,6.4706173,12.90219,7.8059177,0,AnnualCrop
18.089733,6.517656,12.47046,8.775664,0,AnnualCrop
16.281343,2.8059943,12.802921,7.784922,0,AnnualCrop
16.398693,3.080811,12.67901,8.119126,0,AnnualCrop
16.699245,5.841349,13.547373,8.458322,0,AnnualCrop
16.352608,5.2566175,13.051665,7.2650356,0,AnnualCrop
14.850703,7.1320615,12.692456,7.408068,0,AnnualCrop
18.604303,5.8988357,12.61296,8.63735,0,AnnualCrop
16.14882,5.0810366,13.404269,7.465748,0,AnnualCrop
17.793152,5.3460917,13.665987,7.891492,0,AnnualCrop
15.743874,3.9985871,13.707645,7.8698006,0,AnnualCrop
16.473886,3.9778783,12.189614,7.0890846,0,AnnualCrop
17.862787,5.2850566,13.086346,7.9258547,0,AnnualCrop
18.747597,5.6154485,12.2435465,8.671166,0,AnnualCrop
16.72271,6.000541,13.639161,8.568558,0,AnnualCrop
18.355045,6.022054,12.65295,8.4497,0,AnnualCrop
16.103199,4.6651607,13.31426,7.5540824,0,AnnualCrop
