t1_idx,t2_idx,label,t1_class,t2_class,t1_cluster,t2_cluster,t1_path,t2_path,cosine_similarity,change_score
3184,3148,0,Highway,Highway,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2185.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_21.jpg,0.85718113,0.14281887
4478,4897,0,Pasture,Pasture,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1278.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_555.jpg,0.84087056,0.15912944
8488,8104,0,SeaLake,SeaLake,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_401.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1979.jpg,0.76837623,0.23162377
4305,3864,0,Industrial,Industrial,1,1,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_837.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1779.jpg,0.87681973,0.12318027
706,402,0,AnnualCrop,AnnualCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_346.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2179.jpg,0.7459337,0.2540663
4180,3689,0,Industrial,Industrial,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_493.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1256.jpg,0.8104998,0.18950021
2924,3242,0,Highway,Highway,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_149.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2342.jpg,0.8300706,0.16992939
8183,7907,0,SeaLake,SeaLake,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_2225.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1387.jpg,0.83627903,0.16372097
5170,5686,0,PermanentCrop,PermanentCrop,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1235.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_339.jpg,0.80898356,0.19101644
7614,7266,0,River,River,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_622.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1979.jpg,0.80035657,0.19964343
7679,7211,0,River,River,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_78.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1833.jpg,0.8947679,0.10523212
2415,2448,0,HerbaceousVegetation,HerbaceousVegetation,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2719.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2836.jpg,0.81132746,0.18867254
7579,7075,0,River,River,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_526.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1471.jpg,0.9124749,0.08752513
7565,7563,0,River,River,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_487.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_482.jpg,0.78737545,0.21262455
4180,3757,0,Industrial,Industrial,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_493.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1471.jpg,0.70953006,0.29046994
4744,4768,0,Pasture,Pasture,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1955.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_204.jpg,0.83908737,0.16091263
231,127,0,AnnualCrop,AnnualCrop,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1684.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1385.jpg,0.8186858,0.18131417
4102,4115,0,Industrial,Industrial,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_25.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_297.jpg,0.7445859,0.25541413
7379,6932,0,River,River,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_2250.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1147.jpg,0.6659521,0.3340479
5629,5586,0,PermanentCrop,PermanentCrop,0,0,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_2419.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_2298.jpg,0.86007357,0.13992643
706,469,0,AnnualCrop,AnnualCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_346.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2353.jpg,0.8307426,0.1692574
5380,5121,0,PermanentCrop,PermanentCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1745.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1122.jpg,0.7770908,0.22290921
8010,7953,0,SeaLake,SeaLake,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1710.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1549.jpg,0.62259245,0.37740755
7783,8503,0,SeaLake,SeaLake,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_106.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_436.jpg,0.7866955,0.21330452
7612,6944,0,River,River,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_62.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1169.jpg,0.8858547,0.11414528
8018,8154,0,SeaLake,SeaLake,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1729.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_2141.jpg,0.7632976,0.23670238
1425,1370,0,Forest,Forest,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2478.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2316.jpg,0.91226196,0.08773804
8084,8309,0,SeaLake,SeaLake,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1927.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_2569.jpg,0.90502405,0.09497595
3864,4227,0,Industrial,Industrial,1,1,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1779.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_619.jpg,0.854867,0.14513302
2820,2759,0,Highway,Highway,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1226.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1067.jpg,0.8936159,0.1063841
7496,7513,0,River,River,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_289.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_351.jpg,0.83243686,0.16756314
6106,6769,0,Residential,Residential,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_1444.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_711.jpg,0.66525096,0.33474904
7897,8242,0,SeaLake,SeaLake,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1348.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_2372.jpg,0.9127873,0.08721268
4465,4704,0,Pasture,Pasture,1,1,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1234.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1865.jpg,0.8213751,0.17862493
2132,2450,0,HerbaceousVegetation,HerbaceousVegetation,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1819.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2839.jpg,0.69520783,0.30479217
5865,5392,0,PermanentCrop,PermanentCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_822.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1783.jpg,0.80461967,0.19538033
2838,3025,0,Highway,Highway,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1276.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1771.jpg,0.9249555,0.07504451
3522,3173,0,Highway,Highway,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_8.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2153.jpg,0.61240274,0.38759726
3755,4217,0,Industrial,Industrial,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1469.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_588.jpg,0.86843693,0.13156307
2526,2093,0,HerbaceousVegetation,HerbaceousVegetation,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_381.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1714.jpg,0.890063,0.10993701
7525,7253,0,River,River,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_385.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1941.jpg,0.7009363,0.29906368
95,391,0,AnnualCrop,AnnualCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1292.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2146.jpg,0.67850304,0.32149696
1587,1342,0,Forest,Forest,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2947.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2229.jpg,0.93016684,0.06983316
6284,6702,0,Residential,Residential,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_1957.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_488.jpg,0.8939881,0.10601193
4496,4683,0,Pasture,Pasture,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_133.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1807.jpg,0.89400125,0.105998755
702,471,0,AnnualCrop,AnnualCrop,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_329.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2358.jpg,0.7967584,0.20324159
5469,5374,0,PermanentCrop,PermanentCrop,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1995.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1726.jpg,0.6701157,0.3298843
1460,989,0,Forest,Forest,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2560.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1229.jpg,0.82841223,0.17158777
5731,5149,0,PermanentCrop,PermanentCrop,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_455.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1175.jpg,0.78033626,0.21966374
7013,6908,0,River,River,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1312.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1092.jpg,0.781005,0.21899498
1564,1243,0,Forest,Forest,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2885.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1942.jpg,0.78705853,0.21294147
6035,6115,0,Residential,Residential,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_1288.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_1462.jpg,0.81438965,0.18561035
7006,7129,0,River,River,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1300.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1604.jpg,0.8209081,0.17909187
8139,8272,0,SeaLake,SeaLake,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_2099.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_2444.jpg,0.5807859,0.41921413
5338,5562,0,PermanentCrop,PermanentCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1644.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_226.jpg,0.63950884,0.36049116
1296,1794,0,Forest,Forest,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2091.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_830.jpg,0.96233094,0.037669063
3645,4217,0,Industrial,Industrial,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1119.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_588.jpg,0.8061394,0.19386059
2468,2284,0,HerbaceousVegetation,HerbaceousVegetation,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2881.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2297.jpg,0.84096813,0.15903187
4328,3718,0,Industrial,Industrial,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_894.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1374.jpg,0.8575548,0.1424452
4938,4694,0,Pasture,Pasture,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_659.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1841.jpg,0.8471011,0.15289891
8069,8247,0,SeaLake,SeaLake,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1888.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_2384.jpg,0.989462,0.010537982
7114,7249,0,River,River,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1568.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1929.jpg,0.8033931,0.19660687
3462,2740,0,Highway,Highway,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_673.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1016.jpg,0.78896946,0.21103054
4471,4570,0,Pasture,Pasture,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1257.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1517.jpg,0.89133453,0.10866547
2827,3314,0,Highway,Highway,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1245.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_302.jpg,0.8651084,0.13489163
1183,1146,0,Forest,Forest,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1787.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1665.jpg,0.8503536,0.1496464
6643,6815,0,Residential,Residential,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_320.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_84.jpg,0.92690915,0.07309085
2827,3279,0,Highway,Highway,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1245.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2474.jpg,0.8398752,0.16012478
7954,7945,0,SeaLake,SeaLake,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1554.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1536.jpg,0.99450684,0.005493164
1422,1424,0,Forest,Forest,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_246.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2473.jpg,0.8270748,0.17292517
3460,3176,0,Highway,Highway,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_671.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2157.jpg,0.7894306,0.21056938
8046,7931,0,SeaLake,SeaLake,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1813.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1481.jpg,0.9576534,0.042346597
5328,5608,0,PermanentCrop,PermanentCrop,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1622.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_2385.jpg,0.55494785,0.44505215
7992,8689,0,SeaLake,SeaLake,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1669.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_967.jpg,0.8256924,0.17430758
1427,1109,0,Forest,Forest,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2480.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1581.jpg,0.9196498,0.08035022
3059,3571,0,Highway,Highway,0,0,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1855.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_936.jpg,0.8214092,0.17859077
1737,1010,0,Forest,Forest,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_67.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1282.jpg,0.89818937,0.101810634
7668,7073,0,River,River,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_759.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1468.jpg,0.8538954,0.14610457
1347,1391,0,Forest,Forest,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2241.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_237.jpg,0.921209,0.07879102
722,306,0,AnnualCrop,AnnualCrop,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_400.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1888.jpg,0.8423613,0.15763873
4291,3895,0,Industrial,Industrial,1,1,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_794.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1872.jpg,0.8360027,0.16399729
6346,6654,0,Residential,Residential,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_2178.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_339.jpg,0.88505983,0.11494017
